iter	Passed	Remaining
463	87249	101005
464	87250	100601
465	87251	100198
466	87252	99797
467	87253	99398
468	87254	99000
469	87255	98604
470	87256	98209
471	87256	97816
472	87571	97776
473	87921	97772
474	88238	97732
475	88587	97725
476	88902	97680
477	89204	97620
478	89459	97507
479	89711	97390
480	89982	97293
481	90266	97209
482	90440	97008
483	90694	96891
484	91059	96891
485	91375	96839
486	91709	96804
487	92059	96784
488	92345	96698
489	92662	96641
490	92976	96582
491	93292	96523
492	93627	96481
493	93940	96417
494	94274	96373
495	94575	96295
496	94904	96243
497	95201	96159
498	95453	96028
499	95831	96023
500	96193	96001
501	96652	96073
502	97125	96158
503	97553	96195
504	97887	96139
505	98219	96079
506	98567	96035
507	98868	95943
508	99265	95943
509	99629	95910
510	99946	95830
511	100324	95808
512	100673	95758
513	101051	95732
514	101411	95690
515	101750	95625
516	101825	95313
517	101827	94933
518	101828	94555
519	101831	94179
520	101833	93804
521	101835	93430
522	101836	93057
523	101837	92686
524	101839	92315
525	101840	91947
526	101841	91579
527	101842	91213
528	101842	90848
529	101996	90620
530	102297	90523
531	102488	90328
532	102800	90240
533	103166	90198
534	103465	90096
535	103812	90035
536	104129	89947
537	104441	89854
538	104769	89774
539	105133	89724
540	105465	89645
541	105795	89564
542	105913	89303
543	105914	88944
544	105969	88632
545	106305	88555
546	106650	88484
547	107028	88440
548	107345	88344
549	107693	88273
550	108010	88175
551	108342	88090
552	108711	88032
553	109029	87933
554	109374	87855
555	109707	87766
556	110054	87687
557	110371	87584
558	110717	87502
559	111101	87450
560	111415	87341
561	111733	87235
562	112033	87114
563	112365	87018
564	112715	86934
565	113032	86825
566	113314	86687
567	113584	86540
568	113585	86189
569	113901	86076
570	114216	85962
571	114483	85812
572	114832	85723
573	115079	85556
574	115410	85452
575	115774	85371
576	116139	85289
577	116458	85174
578	116802	85076
579	117133	84967
580	117434	84836
581	117912	84832
582	118212	84698
583	118514	84566
584	118895	84489
585	119246	84390
586	119550	84256
587	119869	84132
588	120219	84031
589	120553	83916
590	120903	83812
591	121221	83686
592	121573	83581
593	121909	83465
594	122211	83326
595	122529	83196
596	122801	83035
597	123119	82904
598	123374	82730
599	123675	82588
600	124074	82509
601	124423	82397
602	124726	82253
603	124994	82086
604	125028	81765
605	125151	81503
606	125481	81376
607	125827	81259
608	126303	81224
609	126618	81085
610	126934	80946
611	127249	80806
612	127583	80677
613	127901	80538
614	128316	80459
615	128619	80308
616	128923	80158
617	129255	80025
618	129588	79891
619	129902	79746
620	130201	79590
621	130535	79456
622	130885	79331
623	131168	79164
624	131486	79018
625	131821	78881
626	132138	78734
627	132438	78575
628	132756	78427
629	133057	78269
630	133345	78102
631	133663	77952
632	134030	77831
633	134317	77662
634	134652	77521
635	134968	77367
636	135286	77215
637	135637	77081
638	136064	76989
639	136363	76824
640	136667	76661
641	137001	76515
642	137303	76350
643	137655	76213
644	138001	76072
645	138302	75905
646	138637	75757
647	138972	75607
648	139275	75441
649	139625	75298
650	139927	75130
651	140198	74944
652	140468	74758
653	140804	74606
654	141122	74445
655	141458	74292
656	141793	74138
657	142175	74009
658	142479	73838
659	142813	73682
660	143179	73541
661	143498	73377
662	143722	73163
663	144041	72998
664	144392	72848
665	144696	72674
666	144995	72497
667	145346	72346
668	145661	72176
669	146121	72077
670	146456	71916
671	146839	71778
672	147170	71614
673	147520	71458
674	147839	71287
675	148159	71116
676	148494	70952
677	148877	70810
678	149181	70630
679	149500	70456
680	149867	70305
681	150248	70160
682	150583	69992
683	150968	69847
684	151271	69664
685	151585	69486
686	151905	69309
687	152224	69132
688	152544	68955
689	152863	68777
690	153180	68598
691	153484	68412
692	153785	68225
693	154137	68060
694	154437	67872
695	154789	67706
696	155093	67518
697	155412	67338
698	155764	67170
699	156096	66994
700	156431	66818
701	156767	66642
702	157102	66466
703	157437	66289
704	157772	66112
705	158091	65927
706	158390	65734
707	158790	65582
708	159143	65410
709	159589	65276
710	159923	65095
711	160240	64907
712	160590	64732
713	160893	64537
714	161258	64368
715	161626	64198
716	161944	64008
717	162246	63812
718	162533	63609
719	162853	63419
720	163170	63228
721	163522	63050
722	163890	62877
723	164242	62698
724	164593	62518
725	164990	62355
726	165340	62173
727	165659	61979
728	165963	61780
729	166311	61596
730	166644	61407
731	166946	61206
732	167282	61016
733	167599	60820
734	167901	60618
735	168285	60445
736	168635	60259
737	168986	60073
738	169354	59893
739	169722	59712
740	170119	59541
741	170437	59342
742	170724	59132
743	171026	58926
744	171409	58749
745	171729	58549
746	172065	58354
747	172479	58185
748	172846	58000
749	173147	57793
750	173466	57591
751	173799	57393
752	174101	57184
753	174462	56995
754	174847	56813
755	175149	56604
756	175528	56419
757	175861	56219
758	176227	56030
759	176530	55819
760	176911	55634
761	177231	55428
762	177566	55227
763	177917	55030
764	178252	54828
765	178619	54636
766	178922	54424
767	179226	54211
768	179561	54008
769	179878	53799
770	180259	53609
771	180718	53442
772	181037	53232
773	181372	53027
774	181659	52808
775	181979	52598
776	182295	52386
777	182552	52157
778	182824	51933
779	183157	51726
780	183459	51509
781	183859	51320
782	184146	51099
783	184449	50882
784	184798	50678
785	185084	50456
786	185433	50251
787	185735	50032
788	186067	49822
789	186368	49603
790	186703	49393
791	187071	49192
792	187356	48968
793	187641	48744
794	187941	48524
795	188261	48308
796	188625	48104
797	188987	47898
798	189258	47670
799	189496	47433
800	189783	47208
801	190079	46985
802	190379	46764
803	190712	46550
804	191031	46332
805	191315	46105
806	191567	45871
807	191790	45630
808	192078	45404
809	192379	45181
810	192730	44970
811	192983	44735
812	193237	44501
813	193508	44271
814	193796	44044
815	194083	43817
816	194355	43587
817	194611	43352
818	194866	43118
819	195169	42894
820	195502	42676
821	195755	42441
822	196102	42226
823	196387	41997
824	196737	41782
825	197038	41557
826	197388	41341
827	197752	41128
828	198069	40905
829	198354	40675
830	198607	40439
831	198894	40209
832	199164	39976
833	199544	39765
834	199782	39525
835	200132	39307
836	200496	39092
837	200750	38854
838	200989	38614
839	201336	38395
840	201653	38170
841	201890	37929
842	202225	37707
843	202463	37466
844	202749	37234
845	202969	36990
846	203269	36761
847	203570	36532
848	203999	36325
849	204223	36081
850	204463	35841
851	204751	35608
852	205117	35389
853	205405	35157
854	205591	34907
855	205717	34647
856	206053	34422
857	206308	34184
858	206691	33966
859	207026	33741
860	207375	33517
861	207679	33286
862	207917	33044
863	208174	32806
864	208412	32564
865	208731	32335
866	209067	32108
867	209354	31873
868	209527	31622
869	209767	31380
870	210084	31150
871	210468	30929
872	210861	30710
873	211175	30478
874	211476	30245
875	211811	30016
876	212098	29780
877	212416	29549
878	212704	29313
879	212992	29077
880	213385	28855
881	213750	28629
882	214005	28388
883	214307	28153
884	214595	27916
885	214786	27667
886	215072	27430
887	215388	27196
888	215722	26965
889	215941	26719
890	216132	26470
891	216351	26224
892	216590	25981
893	216924	25749
894	217274	25518
895	217513	25275
896	217687	25024
897	218019	24791
898	218322	24555
899	218562	24311
900	218897	24078
901	219197	23841
902	219515	23606
903	219753	23362
904	220005	23120
905	220196	22871
906	220591	22643
907	220859	22402
908	221146	22163
909	221447	21925
910	221762	21688
911	222063	21450
912	222476	21223
913	222811	20987
914	223110	20748
915	223459	20514
916	223809	20279
917	224095	20039
918	224331	19793
919	224583	19550
920	224886	19310
921	225141	19067
922	225429	18826
923	225780	18590
924	225956	18340
925	226243	18099
926	226545	17859
927	226912	17624
928	227199	17382
929	227534	17144
930	227806	16901
931	228108	16661
932	228364	16416
933	228507	16164
934	228836	15925
935	229124	15683
936	229300	15433
937	229614	15193
938	229806	14944
939	230108	14703
940	230377	14459
941	230569	14211
942	230856	13969
943	231159	13727
944	231414	13482
945	231685	13239
946	231971	12996
947	232240	12752
948	232576	12512
949	232927	12272
950	233262	12031
951	233467	11783
952	233782	11541
953	234102	11299
954	234436	11058
955	234707	10813
956	235025	10571
957	235264	10325
958	235549	10080
959	235819	9836
960	236153	9593
961	236454	9349
962	236788	9107
963	237056	8861
964	237297	8615
965	237626	8372
966	237881	8126
967	238134	7880
968	238417	7635
969	238669	7389
970	238939	7143
971	239164	6896
972	239483	6652
973	239782	6407
974	240118	6163
975	240341	5916
976	240646	5670
977	240981	5426
978	241251	5180
979	241581	4935
980	241851	4688
981	242057	4441
982	242391	4196
983	242774	3951
984	243062	3705
985	243410	3459
986	243506	3210
987	243760	2963
988	244126	2718
989	244425	2471
990	244743	2224
991	245111	1978
992	245427	1731
993	245762	1484
994	246062	1237
995	246396	990
996	246631	742
997	246915	495
998	247235	247
999	247555	0
