iter	Passed	Remaining
295	11337	26964
296	11379	26934
297	11416	26893
298	11456	26860
299	11495	26822
300	11532	26782
301	11581	26767
302	11626	26744
303	11669	26716
304	11711	26687
305	11751	26652
306	11793	26622
307	11830	26581
308	11871	26548
309	11908	26507
310	11946	26467
311	11989	26439
312	12034	26414
313	12075	26380
314	12119	26354
315	12163	26328
316	12200	26287
317	12239	26249
318	12279	26213
319	12316	26173
320	12358	26140
321	12402	26115
322	12449	26094
323	12492	26064
324	12530	26025
325	12569	25987
326	12611	25956
327	12649	25916
328	12690	25881
329	12727	25839
330	12764	25799
331	12804	25763
332	12844	25727
333	12889	25701
334	12931	25670
335	12971	25633
336	13015	25606
337	13053	25566
338	13090	25523
339	13128	25484
340	13166	25445
341	13203	25403
342	13251	25382
343	13330	25420
344	13372	25388
345	13417	25360
346	13464	25337
347	13503	25299
348	13542	25260
349	13581	25222
350	13617	25178
351	13662	25151
352	13706	25122
353	13747	25086
354	13786	25048
355	13827	25014
356	13869	24979
357	13909	24943
358	13946	24901
359	13986	24865
360	14024	24824
361	14063	24786
362	14101	24745
363	14148	24721
364	14193	24693
365	14237	24662
366	14277	24625
367	14322	24596
368	14361	24558
369	14397	24514
370	14437	24478
371	14477	24440
372	14514	24398
373	14554	24360
374	14596	24326
375	14639	24295
376	14679	24258
377	14724	24229
378	14763	24190
379	14804	24155
380	14846	24120
381	14883	24078
382	14921	24038
383	14958	23995
384	14995	23953
385	15038	23921
386	15081	23888
387	15126	23859
388	15169	23826
389	15214	23796
390	15253	23757
391	15293	23719
392	15332	23681
393	15370	23641
394	15406	23597
395	15454	23571
396	15499	23541
397	15537	23501
398	15577	23463
399	15626	23440
400	15665	23400
401	15702	23358
402	15743	23321
403	15780	23279
404	15816	23237
405	15858	23202
406	15909	23180
407	15952	23146
408	15994	23112
409	16035	23075
410	16082	23047
411	16119	23005
412	16157	22965
413	16195	22923
414	16231	22880
415	16267	22836
416	16308	22801
417	16351	22766
418	16394	22733
419	16434	22695
420	16480	22664
421	16521	22628
422	16566	22597
423	16604	22557
424	16645	22520
425	16685	22481
426	16729	22449
427	16775	22419
428	16815	22381
429	16859	22348
430	16904	22316
431	16942	22276
432	16980	22235
433	17020	22196
434	17059	22157
435	17098	22118
436	17147	22091
437	17189	22056
438	17230	22018
439	17273	21984
440	17313	21946
441	17355	21910
442	17392	21867
443	17432	21829
444	17472	21791
445	17511	21752
446	17557	21721
447	17602	21689
448	17646	21655
449	17692	21624
450	17738	21593
451	17779	21555
452	17819	21516
453	17860	21480
454	17896	21436
455	17931	21391
456	17969	21350
457	18017	21322
458	18062	21289
459	18101	21249
460	18143	21212
461	18189	21181
462	18227	21140
463	18269	21104
464	18308	21064
465	18344	21020
466	18384	20982
467	18423	20943
468	18466	20907
469	18509	20872
470	18553	20838
471	18593	20799
472	18635	20762
473	18680	20730
474	18720	20690
475	18760	20651
476	18798	20611
477	18835	20568
478	18878	20534
479	18919	20495
480	18960	20458
481	19001	20420
482	19041	20382
483	19082	20344
484	19125	20308
485	19165	20269
486	19203	20228
487	19241	20188
488	19281	20149
489	19326	20115
490	19372	20082
491	19420	20051
492	19467	20020
493	19512	19986
494	19550	19945
495	19589	19905
496	19627	19863
497	19663	19821
498	19713	19792
499	19759	19759
500	19800	19721
501	19842	19684
502	19887	19650
503	19927	19611
504	19966	19570
505	20003	19529
506	20043	19489
507	20079	19447
508	20122	19410
509	20170	19379
510	20213	19343
511	20258	19308
512	20307	19278
513	20345	19237
514	20385	19197
515	20425	19158
516	20460	19114
517	20498	19074
518	20548	19044
519	20594	19010
520	20640	18976
521	20687	18943
522	20729	18906
523	20770	18867
524	20808	18826
525	20846	18785
526	20886	18746
527	20927	18707
528	20972	18673
529	21018	18638
530	21062	18603
531	21103	18564
532	21144	18526
533	21186	18488
534	21222	18445
535	21261	18405
536	21300	18365
537	21338	18323
538	21379	18285
539	21420	18247
540	21466	18212
541	21510	18176
542	21555	18141
543	21599	18105
544	21643	18068
545	21682	18029
546	21721	17988
547	21758	17947
548	21795	17904
549	21840	17869
550	21884	17833
551	21924	17793
552	21964	17754
553	22008	17717
554	22052	17681
555	22090	17640
556	22128	17599
557	22167	17559
558	22207	17519
559	22247	17480
560	22295	17446
561	22335	17407
562	22377	17369
563	22418	17330
564	22458	17291
565	22508	17259
566	22546	17218
567	22585	17177
568	22625	17138
569	22663	17097
570	22709	17062
571	22756	17027
572	22801	16991
573	22847	16956
574	22889	16918
575	22931	16879
576	22970	16839
577	23009	16799
578	23046	16757
579	23080	16713
580	23115	16670
581	23154	16630
582	23196	16591
583	23243	16557
584	23283	16517
585	23324	16478
586	23367	16441
587	23413	16405
588	23451	16364
589	23488	16322
590	23525	16280
591	23565	16240
592	23606	16201
593	23650	16164
594	23690	16125
595	23736	16089
596	23782	16054
597	23822	16014
598	23860	15973
599	23900	15933
600	23941	15894
601	23984	15856
602	24030	15821
603	24079	15787
604	24125	15751
605	24169	15714
606	24211	15675
607	24258	15640
608	24303	15603
609	24341	15562
610	24380	15522
611	24420	15482
612	24463	15444
613	24507	15406
614	24549	15368
615	24596	15332
616	24639	15294
617	24680	15255
618	24724	15217
619	24770	15182
620	24810	15142
621	24853	15103
622	24900	15068
623	24944	15030
624	24992	14995
625	25037	14958
626	25081	14921
627	25124	14882
628	25163	14842
629	25203	14802
630	25244	14762
631	25292	14727
632	25338	14690
633	25381	14652
634	25428	14616
635	25471	14578
636	25525	14545
637	25566	14506
638	25603	14464
639	25644	14424
640	25687	14386
641	25731	14348
642	25770	14308
643	25812	14268
644	25855	14230
645	25900	14192
646	25946	14156
647	25989	14117
648	26027	14076
649	26067	14036
650	26109	13997
651	26155	13960
652	26200	13922
653	26240	13882
654	26289	13847
655	26332	13808
656	26377	13770
657	26420	13732
658	26462	13693
659	26504	13653
660	26545	13614
661	26589	13576
662	26637	13539
663	26680	13500
664	26722	13461
665	26767	13423
666	26813	13386
667	26853	13346
668	26889	13304
669	26928	13263
670	26967	13222
671	27006	13181
672	27052	13144
673	27094	13104
674	27137	13066
675	27179	13026
676	27219	12986
677	27257	12945
678	27294	12903
679	27332	12862
680	27370	12821
681	27406	12779
682	27451	12741
683	27532	12719
684	27579	12682
685	27622	12643
686	27664	12603
687	27705	12564
688	27743	12522
689	27780	12481
690	27820	12440
691	27860	12400
692	27902	12360
693	27955	12326
694	27997	12286
695	28039	12247
696	28082	12207
697	28127	12169
698	28165	12128
699	28201	12086
700	28242	12046
701	28282	12005
702	28323	11966
703	28372	11929
704	28415	11890
705	28463	11853
706	28506	11814
707	28550	11775
708	28590	11734
709	28628	11693
710	28667	11652
711	28705	11611
712	28742	11569
713	28787	11531
714	28848	11498
715	28890	11459
716	28934	11420
717	28978	11381
718	29019	11341
719	29057	11300
720	29097	11259
721	29136	11218
722	29173	11177
723	29216	11137
724	29262	11099
725	29299	11058
726	29344	11019
727	29387	10979
728	29433	10941
729	29475	10901
730	29514	10860
731	29553	10820
732	29590	10778
733	29630	10738
734	29672	10698
735	29717	10659
736	29759	10619
737	29801	10579
738	29842	10539
739	29890	10502
740	29930	10461
741	29972	10421
742	30012	10381
743	30049	10339
744	30090	10299
745	30137	10261
746	30178	10221
747	30219	10180
748	30260	10140
749	30307	10102
750	30350	10063
751	30391	10022
752	30430	9981
753	30470	9941
754	30510	9900
755	30554	9861
756	30599	9822
757	30642	9783
758	30693	9745
759	30736	9706
760	30778	9666
761	30816	9625
762	30855	9584
763	30895	9543
764	30934	9502
765	30974	9462
766	31021	9423
767	31068	9385
768	31114	9346
769	31155	9306
770	31200	9267
771	31239	9226
772	31280	9185
773	31317	9144
774	31354	9103
775	31394	9062
776	31439	9023
777	31490	8985
778	31532	8945
779	31574	8905
780	31616	8865
781	31658	8825
782	31696	8784
783	31735	8743
784	31773	8702
785	31814	8662
786	31859	8622
787	31905	8583
788	31949	8544
789	31990	8503
790	32032	8463
791	32075	8423
792	32114	8382
793	32152	8341
794	32192	8301
795	32228	8259
796	32277	8221
797	32323	8182
798	32367	8142
799	32412	8103
800	32456	8063
801	32494	8022
802	32535	7981
803	32575	7941
804	32610	7899
805	32647	7858
806	32694	7819
807	32738	7779
808	32777	7738
809	32819	7698
810	32861	7658
811	32910	7619
812	32951	7579
813	32992	7538
814	33029	7497
815	33068	7456
816	33112	7416
817	33155	7376
818	33197	7336
819	33242	7297
820	33281	7256
821	33322	7215
822	33364	7175
823	33404	7134
824	33443	7094
825	33483	7053
826	33522	7012
827	33564	6972
828	33608	6932
829	33652	6892
830	33694	6852
831	33736	6812
832	33776	6771
833	33814	6730
834	33853	6689
835	33892	6648
836	33928	6607
837	33975	6568
838	34017	6527
839	34060	6487
840	34104	6447
841	34151	6408
842	34191	6367
843	34230	6326
844	34267	6285
845	34306	6244
846	34345	6204
847	34391	6164
848	34433	6124
849	34475	6083
850	34523	6044
851	34567	6004
852	34610	5964
853	34653	5924
854	34696	5884
855	34736	5843
856	34781	5803
857	34828	5764
858	34880	5725
859	34927	5685
860	34975	5646
861	35021	5606
862	35071	5567
863	35113	5527
864	35157	5486
865	35202	5447
866	35251	5407
867	35299	5368
868	35352	5329
869	35398	5289
870	35446	5249
871	35493	5210
872	35535	5169
873	35576	5128
874	35618	5088
875	35659	5047
876	35724	5010
877	35768	4970
878	35816	4930
879	35871	4891
880	35924	4852
881	35967	4811
882	36011	4771
883	36055	4731
884	36098	4690
885	36144	4650
886	36198	4611
887	36246	4571
888	36293	4531
889	36338	4491
890	36383	4450
891	36428	4410
892	36467	4369
893	36512	4329
894	36561	4289
895	36608	4249
896	36654	4208
897	36699	4168
898	36747	4128
899	36794	4088
900	36839	4047
901	36883	4007
902	36925	3966
903	36966	3925
904	37016	3885
905	37068	3845
906	37115	3805
907	37167	3765
908	37216	3725
909	37259	3685
910	37303	3644
911	37347	3603
912	37394	3563
913	37448	3523
914	37501	3483
915	37548	3443
916	37589	3402
917	37632	3361
918	37684	3321
919	37730	3280
920	37774	3240
921	37824	3199
922	37871	3159
923	37919	3118
924	37962	3078
925	38009	3037
926	38053	2996
927	38111	2956
928	38160	2916
929	38205	2875
930	38250	2834
931	38299	2794
932	38347	2753
933	38396	2713
934	38446	2672
935	38498	2632
936	38542	2591
937	38583	2550
938	38629	2509
939	38671	2468
940	38718	2427
941	38764	2386
942	38809	2345
943	38859	2305
944	38905	2264
945	38953	2223
946	38996	2182
947	39037	2141
948	39079	2100
949	39126	2059
950	39171	2018
951	39219	1977
952	39264	1936
953	39311	1895
954	39354	1854
955	39399	1813
956	39441	1772
957	39482	1730
958	39525	1689
959	39571	1648
960	39622	1607
961	39667	1566
962	39713	1525
963	39757	1484
964	39805	1443
965	39853	1402
966	39897	1361
967	39942	1320
968	39988	1279
969	40036	1238
970	40087	1197
971	40136	1156
972	40182	1115
973	40230	1073
974	40274	1032
975	40318	991
976	40363	950
977	40412	909
978	40456	867
979	40500	826
980	40551	785
981	40600	744
982	40647	702
983	40697	661
984	40742	620
985	40793	579
986	40842	537
987	40887	496
988	40942	455
989	40990	414
990	41034	372
991	41075	331
992	41154	290
993	41194	248
994	41241	207
995	41286	165
996	41335	124
997	41384	82
998	41431	41
999	41478	0
