iter	RMSE
557	0.008252798302
558	0.008149638322
559	0.008047767841
560	0.007947170742
561	0.007847831106
562	0.007749733216
563	0.007652861549
564	0.007557200778
565	0.007462735767
566	0.007369451569
567	0.007277333423
568	0.007186366754
569	0.007096537168
570	0.007007830452
571	0.00692023257
572	0.006833729662
573	0.00674830804
574	0.006663954188
575	0.006580654759
576	0.006498396574
577	0.006417166615
578	0.006336952031
579	0.00625774013
580	0.006179518377
581	0.006102274396
582	0.006025995965
583	0.005950671014
584	0.005876287626
585	0.005802834029
586	0.005730298603
587	0.005658669869
588	0.005587936495
589	0.005518087287
590	0.005449111195
591	0.005380997304
592	0.005313734837
593	0.005247313151
594	0.005181721735
595	0.005116950213
596	0.005052988334
597	0.004989825979
598	0.004927453153
599	0.004865859988
600	0.004805036737
601	0.004744973777
602	0.004685661604
603	0.004627090833
604	0.004569252197
605	0.004512136543
606	0.004455734836
607	0.004400038149
608	0.004345037672
609	0.0042907247
610	0.004237090641
611	0.004184127007
612	0.004131825418
613	0.0040801776
614	0.004029175379
615	0.003978810686
616	0.003929075552
617	0.003879962107
618	0.00383146258
619	0.003783569297
620	0.00373627468
621	0.003689571246
622	0.003643451604
623	0.003597908459
624	0.003552934602
625	0.003508522919
626	0.003464666382
627	0.003421358051
628	0.003378591075
629	0.003336358686
630	0.003294654202
631	0.003253471024
632	0.003212802635
633	0.003172642602
634	0.003132984569
635	0.003093822261
636	0.003055149482
637	0.003016960113
638	0.002979248111
639	0.002942007509
640	0.002905232415
641	0.002868917009
642	0.002833055546
643	0.002797642351
644	0.002762671821
645	0.002728138423
646	0.002694036692
647	0.002660361233
648	0.002627106717
649	0.002594267883
650	0.002561839533
651	0.002529816539
652	0.002498193832
653	0.002466966408
654	0.002436129328
655	0.002405677711
656	0.002375606739
657	0.002345911654
658	0.002316587758
659	0.002287630411
660	0.00225903503
661	0.002230797092
662	0.002202912128
663	0.002175375726
664	0.002148183529
665	0.002121331234
666	0.002094814593
667	0.002068629411
668	0.002042771543
669	0.002017236898
670	0.001992021436
671	0.001967121168
672	0.001942532153
673	0.001918250501
674	0.001894272369
675	0.001870593964
676	0.001847211539
677	0.001824121395
678	0.001801319877
679	0.001778803378
680	0.001756568336
681	0.001734611231
682	0.00171292859
683	0.001691516983
684	0.00167037302
685	0.001649493357
686	0.00162887469
687	0.001608513756
688	0.001588407334
689	0.001568552242
690	0.001548945338
691	0.001529583521
692	0.001510463727
693	0.00149158293
694	0.001472938143
695	0.001454526416
696	0.001436344836
697	0.001418390525
698	0.001400660643
699	0.001383152385
700	0.00136586298
701	0.001348789692
702	0.001331929821
703	0.001315280698
704	0.001298839689
705	0.001282604192
706	0.00126657164
707	0.001250739494
708	0.00123510525
709	0.001219666434
710	0.001204420604
711	0.001189365346
712	0.001174498279
713	0.00115981705
714	0.001145319337
715	0.001131002845
716	0.001116865309
717	0.001102904493
718	0.001089118186
719	0.001075504209
720	0.001062060406
721	0.001048784651
722	0.001035674842
723	0.001022728907
724	0.001009944795
725	0.0009973204849
726	0.0009848539786
727	0.0009725433037
728	0.0009603865122
729	0.0009483816807
730	0.0009365269095
731	0.0009248203229
732	0.0009132600687
733	0.0009018443177
734	0.0008905712636
735	0.0008794391226
736	0.0008684461334
737	0.0008575905566
738	0.0008468706745
739	0.0008362847909
740	0.0008258312308
741	0.0008155083403
742	0.0008053144859
743	0.0007952480547
744	0.0007853074538
745	0.0007754911105
746	0.0007657974715
747	0.0007562250029
748	0.0007467721903
749	0.0007374375377
750	0.0007282195684
751	0.0007191168236
752	0.0007101278632
753	0.0007012512648
754	0.0006924856239
755	0.0006838295534
756	0.0006752816839
757	0.0006668406627
758	0.0006585051543
759	0.0006502738397
760	0.0006421454166
761	0.0006341185988
762	0.0006261921162
763	0.0006183647146
764	0.0006106351556
765	0.000603002216
766	0.0005954646882
767	0.0005880213795
768	0.0005806711121
769	0.0005734127231
770	0.000566245064
771	0.0005591670006
772	0.000552177413
773	0.0005452751952
774	0.0005384592552
775	0.0005317285144
776	0.0005250819078
777	0.0005185183839
778	0.000512036904
779	0.0005056364426
780	0.000499315987
781	0.000493074537
782	0.0004869111052
783	0.0004808247163
784	0.0004748144073
785	0.0004688792271
786	0.0004630182367
787	0.0004572305086
788	0.0004515151272
789	0.000445871188
790	0.0004402977981
791	0.0004347940755
792	0.0004293591495
793	0.0004239921601
794	0.000418692258
795	0.0004134586047
796	0.000408290372
797	0.0004031867423
798	0.000398146908
799	0.0003931700715
800	0.0003882554456
801	0.0003834022524
802	0.0003786097242
803	0.0003738771026
804	0.0003692036387
805	0.0003645885932
806	0.0003600312357
807	0.0003555308452
808	0.0003510867096
809	0.0003466981256
810	0.000342364399
811	0.0003380848439
812	0.0003338587833
813	0.0003296855485
814	0.000325564479
815	0.000321494923
816	0.0003174762364
817	0.0003135077834
818	0.000309588936
819	0.0003057190743
820	0.0003018975858
821	0.0002981238659
822	0.0002943973175
823	0.000290717351
824	0.0002870833841
825	0.0002834948417
826	0.0002799511561
827	0.0002764517666
828	0.0002729961195
829	0.000269583668
830	0.0002662138721
831	0.0002628861986
832	0.0002596001211
833	0.0002563551195
834	0.0002531506805
835	0.0002499862969
836	0.0002468614682
837	0.0002437756998
838	0.0002407285035
839	0.0002377193971
840	0.0002347479046
841	0.0002318135558
842	0.0002289158863
843	0.0002260544377
844	0.0002232287571
845	0.0002204383976
846	0.0002176829176
847	0.0002149618811
848	0.0002122748576
849	0.0002096214218
850	0.000207001154
851	0.0002044136395
852	0.000201858469
853	0.0001993352381
854	0.0001968435476
855	0.0001943830032
856	0.0001919532156
857	0.0001895538004
858	0.0001871843779
859	0.0001848445731
860	0.0001825340159
861	0.0001802523407
862	0.0001779991864
863	0.0001757741965
864	0.000173577019
865	0.0001714073063
866	0.0001692647149
867	0.0001671489059
868	0.0001650595446
869	0.0001629963002
870	0.0001609588464
871	0.0001589468608
872	0.000156960025
873	0.0001549980247
874	0.0001530605494
875	0.0001511472925
876	0.0001492579513
877	0.0001473922269
878	0.000145549824
879	0.0001437304512
880	0.0001419338205
881	0.0001401596477
882	0.0001384076521
883	0.0001366775564
884	0.0001349690869
885	0.0001332819733
886	0.0001316159486
887	0.0001299707493
888	0.0001283461149
889	0.0001267417884
890	0.000125157516
891	0.0001235930471
892	0.0001220481339
893	0.0001205225323
894	0.0001190160006
895	0.0001175283005
896	0.0001160591968
897	0.0001146084568
898	0.0001131758511
899	0.0001117611529
900	0.0001103641385
901	0.0001089845867
902	0.0001076222794
903	0.0001062770008
904	0.0001049485383
905	0.0001036366816
906	0.000102341223
907	0.0001010619577
908	9.979868323e-05
909	9.855119967e-05
910	9.731930966e-05
911	9.610281827e-05
912	9.490153302e-05
913	9.371526384e-05
914	9.254382303e-05
915	9.138702522e-05
916	9.024468739e-05
917	8.911662878e-05
918	8.800267091e-05
919	8.69026375e-05
920	8.581635452e-05
921	8.474365007e-05
922	8.368435443e-05
923	8.263829998e-05
924	8.160532122e-05
925	8.058525469e-05
926	7.957793899e-05
927	7.858321474e-05
928	7.760092454e-05
929	7.663091297e-05
930	7.567302654e-05
931	7.47271137e-05
932	7.379302476e-05
933	7.287061194e-05
934	7.195972927e-05
935	7.106023264e-05
936	7.017197972e-05
937	6.929482996e-05
938	6.842864458e-05
939	6.757328651e-05
940	6.672862041e-05
941	6.589451264e-05
942	6.507083122e-05
943	6.425744582e-05
944	6.345422774e-05
945	6.266104988e-05
946	6.187778674e-05
947	6.11043144e-05
948	6.034051046e-05
949	5.958625406e-05
950	5.884142588e-05
951	5.810590804e-05
952	5.737958418e-05
953	5.666233937e-05
954	5.595406012e-05
955	5.525463436e-05
956	5.456395142e-05
957	5.388190201e-05
958	5.320837823e-05
959	5.254327349e-05
960	5.188648256e-05
961	5.123790152e-05
962	5.059742774e-05
963	4.996495989e-05
964	4.934039788e-05
965	4.87236429e-05
966	4.811459735e-05
967	4.751316487e-05
968	4.69192503e-05
969	4.633275967e-05
970	4.575360016e-05
971	4.518168015e-05
972	4.461690914e-05
973	4.405919777e-05
974	4.350845779e-05
975	4.296460206e-05
976	4.242754452e-05
977	4.189720021e-05
978	4.13734852e-05
979	4.085631663e-05
980	4.034561266e-05
981	3.98412925e-05
982	3.934327633e-05
983	3.885148537e-05
984	3.83658418e-05
985	3.788626877e-05
986	3.74126904e-05
987	3.694503176e-05
988	3.648321886e-05
989	3.602717862e-05
990	3.557683888e-05
991	3.513212838e-05
992	3.469297677e-05
993	3.425931456e-05
994	3.383107312e-05
995	3.34081847e-05
996	3.299058238e-05
997	3.25782001e-05
998	3.217097259e-05
999	3.176883543e-05
